time_s,voltage_V,current_A
2.8205641128e-06,8.814752e+02,6.184774e-03
2.8405681136e-06,8.876606e+02,6.183377e-03
2.8605721144e-06,8.938445e+02,6.181970e-03
2.8805761152e-06,9.000270e+02,6.180553e-03
2.9005801160e-06,9.062080e+02,6.179127e-03
2.9205841168e-06,9.123877e+02,6.177691e-03
2.9405881176e-06,9.185659e+02,6.176245e-03
2.9605921184e-06,9.247427e+02,6.174789e-03
2.9805961192e-06,9.309179e+02,6.173324e-03
3.0006001200e-06,9.370918e+02,6.171848e-03
3.0206041208e-06,9.432641e+02,6.170363e-03
3.0406081216e-06,9.494350e+02,6.168869e-03
3.0606121224e-06,9.556043e+02,6.167364e-03
3.0806161232e-06,9.617722e+02,6.165850e-03
3.1006201240e-06,9.679385e+02,6.164326e-03
3.1206241248e-06,9.741033e+02,6.162792e-03
3.1406281256e-06,9.802665e+02,6.161249e-03
3.1606321264e-06,9.864282e+02,6.159696e-03
3.1806361272e-06,9.925884e+02,6.158133e-03
3.2006401280e-06,9.987470e+02,6.156560e-03
3.2206441288e-06,1.004904e+03,6.154978e-03
3.2406481296e-06,1.011059e+03,6.153386e-03
3.2606521304e-06,1.017213e+03,6.151784e-03
3.2806561312e-06,1.023365e+03,6.150173e-03
3.3006601320e-06,1.029516e+03,6.148552e-03
3.3206641328e-06,1.035665e+03,6.146921e-03
3.3406681336e-06,1.041812e+03,6.145280e-03
3.3606721344e-06,1.047958e+03,6.143630e-03
3.3806761352e-06,1.054102e+03,6.141970e-03
3.4006801360e-06,1.060244e+03,6.140300e-03
3.4206841368e-06,1.066385e+03,6.138620e-03
3.4406881376e-06,1.072524e+03,6.136931e-03
3.4606921384e-06,1.078661e+03,6.135232e-03
3.4806961392e-06,1.084797e+03,6.133524e-03
3.5007001400e-06,1.090931e+03,6.131806e-03
3.5207041408e-06,1.097063e+03,6.130078e-03
3.5407081416e-06,1.103193e+03,6.128340e-03
3.5607121424e-06,1.109322e+03,6.126593e-03
3.5807161432e-06,1.115449e+03,6.124836e-03
3.6007201440e-06,1.121574e+03,6.123069e-03
3.6207241448e-06,1.127698e+03,6.121293e-03
3.6407281456e-06,1.133819e+03,6.119507e-03
3.6607321464e-06,1.139939e+03,6.117711e-03
3.6807361472e-06,1.146057e+03,6.115906e-03
3.7007401480e-06,1.152173e+03,6.114091e-03
3.7207441488e-06,1.158288e+03,6.112266e-03
3.7407481496e-06,1.164400e+03,6.110432e-03
3.7607521504e-06,1.170511e+03,6.108588e-03
3.7807561512e-06,1.176620e+03,6.106734e-03
3.8007601520e-06,1.182727e+03,6.104871e-03
3.8207641528e-06,1.188832e+03,6.102998e-03
3.8407681536e-06,1.194935e+03,6.101116e-03
3.8607721544e-06,1.201037e+03,6.099224e-03
3.8807761552e-06,1.207136e+03,6.097322e-03
3.9007801560e-06,1.213234e+03,6.095410e-03
3.9207841568e-06,1.219330e+03,6.093489e-03
3.9407881576e-06,1.225423e+03,6.091559e-03
3.9607921584e-06,1.231515e+03,6.089618e-03
3.9807961592e-06,1.237605e+03,6.087668e-03
4.0008001600e-06,1.243693e+03,6.085709e-03
4.0208041608e-06,1.249779e+03,6.083740e-03
4.0408081616e-06,1.255863e+03,6.081761e-03
4.0608121624e-06,1.261945e+03,6.079773e-03
4.0808161632e-06,1.268025e+03,6.077775e-03
4.1008201640e-06,1.274103e+03,6.075767e-03
4.1208241648e-06,1.280179e+03,6.073750e-03
4.1408281656e-06,1.286253e+03,6.071723e-03
4.1608321664e-06,1.292325e+03,6.069687e-03
4.1808361672e-06,1.298395e+03,6.067641e-03
4.2008401680e-06,1.304462e+03,6.065585e-03
4.2208441688e-06,1.310528e+03,6.063520e-03
4.2408481696e-06,1.316592e+03,6.061445e-03
4.2608521704e-06,1.322653e+03,6.059361e-03
4.2808561712e-06,1.328713e+03,6.057267e-03
4.3008601720e-06,1.334770e+03,6.055164e-03
4.3208641728e-06,1.340826e+03,6.053051e-03
4.3408681736e-06,1.346879e+03,6.050928e-03
4.3608721744e-06,1.352930e+03,6.048796e-03
4.3808761752e-06,1.358979e+03,6.046654e-03
4.4008801760e-06,1.365026e+03,6.044503e-03
4.4208841768e-06,1.371070e+03,6.042343e-03
4.4408881776e-06,1.377113e+03,6.040172e-03
4.4608921784e-06,1.383153e+03,6.037992e-03
4.4808961792e-06,1.389191e+03,6.035803e-03
4.5009001800e-06,1.395227e+03,6.033604e-03
4.5209041808e-06,1.401261e+03,6.031396e-03
4.5409081816e-06,1.407292e+03,6.029178e-03
4.5609121824e-06,1.413322e+03,6.026950e-03
4.5809161832e-06,1.419349e+03,6.024713e-03
4.6009201840e-06,1.425373e+03,6.022466e-03
4.6209241848e-06,1.431396e+03,6.020210e-03
4.6409281856e-06,1.437416e+03,6.017945e-03
4.6609321864e-06,1.443434e+03,6.015670e-03
4.6809361872e-06,1.449450e+03,6.013385e-03
4.7009401880e-06,1.455463e+03,6.011091e-03
4.7209441888e-06,1.461475e+03,6.008787e-03
4.7409481896e-06,1.467483e+03,6.006474e-03
4.7609521904e-06,1.473490e+03,6.004152e-03
4.7809561912e-06,1.479494e+03,6.001820e-03
4.8009601920e-06,1.485496e+03,5.999478e-03
4.8209641928e-06,1.491495e+03,5.997127e-03
4.8409681936e-06,1.497493e+03,5.994767e-03
4.8609721944e-06,1.503487e+03,5.992397e-03
4.8809761952e-06,1.509480e+03,5.990017e-03
4.9009801960e-06,1.515470e+03,5.987629e-03
4.9209841968e-06,1.521457e+03,5.985230e-03
4.9409881976e-06,1.527443e+03,5.982822e-03
4.9609921984e-06,1.533425e+03,5.980405e-03
4.9809961992e-06,1.539406e+03,5.977978e-03
5.0010002000e-06,1.545384e+03,5.975542e-03
5.0210042008e-06,1.551359e+03,5.973097e-03
5.0410082016e-06,1.557332e+03,5.970642e-03
5.0610122024e-06,1.563303e+03,5.968177e-03
5.0810162032e-06,1.569271e+03,5.965703e-03
5.1010202040e-06,1.575237e+03,5.963220e-03
5.1210242048e-06,1.581200e+03,5.960727e-03
5.1410282056e-06,1.587161e+03,5.958225e-03
5.1610322064e-06,1.593119e+03,5.955714e-03
5.1810362072e-06,1.599074e+03,5.953193e-03
5.2010402080e-06,1.605028e+03,5.950662e-03
5.2210442088e-06,1.610978e+03,5.948123e-03
5.2410482096e-06,1.616926e+03,5.945573e-03
5.2610522104e-06,1.622872e+03,5.943015e-03
5.2810562112e-06,1.628815e+03,5.940447e-03
5.3010602120e-06,1.634755e+03,5.937870e-03
5.3210642128e-06,1.640693e+03,5.935283e-03
5.3410682136e-06,1.646628e+03,5.932687e-03
5.3610722144e-06,1.652560e+03,5.930081e-03
5.3810762152e-06,1.658490e+03,5.927467e-03
5.4010802160e-06,1.664418e+03,5.924842e-03
5.4210842168e-06,1.670342e+03,5.922209e-03
5.4410882176e-06,1.676265e+03,5.919566e-03
5.4610922184e-06,1.682184e+03,5.916914e-03
5.4810962192e-06,1.688101e+03,5.914252e-03
5.5011002200e-06,1.694015e+03,5.911581e-03
5.5211042208e-06,1.699926e+03,5.908901e-03
5.5411082216e-06,1.705835e+03,5.906211e-03
5.5611122224e-06,1.711741e+03,5.903512e-03
5.5811162232e-06,1.717644e+03,5.900804e-03
5.6011202240e-06,1.723545e+03,5.898086e-03
5.6211242248e-06,1.729443e+03,5.895359e-03
5.6411282256e-06,1.735338e+03,5.892623e-03
5.6611322264e-06,1.741230e+03,5.889878e-03
5.6811362272e-06,1.747120e+03,5.887123e-03
5.7011402280e-06,1.753007e+03,5.884359e-03
5.7211442288e-06,1.758891e+03,5.881585e-03
5.7411482296e-06,1.764773e+03,5.878803e-03
5.7611522304e-06,1.770651e+03,5.876010e-03
5.7811562312e-06,1.776527e+03,5.873209e-03
5.8011602320e-06,1.782400e+03,5.870399e-03
5.8211642328e-06,1.788270e+03,5.867579e-03
5.8411682336e-06,1.794137e+03,5.864750e-03
5.8611722344e-06,1.800002e+03,5.861911e-03
5.8811762352e-06,1.805864e+03,5.859064e-03
5.9011802360e-06,1.811722e+03,5.856207e-03
5.9211842368e-06,1.817578e+03,5.853341e-03
5.9411882376e-06,1.823431e+03,5.850465e-03
5.9611922384e-06,1.829282e+03,5.847581e-03
5.9811962392e-06,1.835129e+03,5.844687e-03
6.0012002400e-06,1.840973e+03,5.841784e-03
6.0212042408e-06,1.846815e+03,5.838871e-03
6.0412082416e-06,1.852653e+03,5.835950e-03
6.0612122424e-06,1.858489e+03,5.833019e-03
6.0812162432e-06,1.864322e+03,5.830079e-03
6.1012202440e-06,1.870152e+03,5.827130e-03
6.1212242448e-06,1.875978e+03,5.824171e-03
6.1412282456e-06,1.881802e+03,5.821204e-03
6.1612322464e-06,1.887623e+03,5.818227e-03
6.1812362472e-06,1.893441e+03,5.815241e-03
6.2012402480e-06,1.899256e+03,5.812246e-03
6.2212442488e-06,1.905068e+03,5.809241e-03
6.2412482496e-06,1.910877e+03,5.806228e-03
6.2612522505e-06,1.916683e+03,5.803205e-03
6.2812562513e-06,1.922485e+03,5.800173e-03
6.3012602521e-06,1.928285e+03,5.797132e-03
6.3212642529e-06,1.934082e+03,5.794082e-03
6.3412682537e-06,1.939876e+03,5.791022e-03
6.3612722545e-06,1.945666e+03,5.787954e-03
6.3812762553e-06,1.951454e+03,5.784876e-03
6.4012802561e-06,1.957238e+03,5.781789e-03
6.4212842569e-06,1.963020e+03,5.778693e-03
6.4412882577e-06,1.968798e+03,5.775588e-03
6.4612922585e-06,1.974573e+03,5.772474e-03
6.4812962593e-06,1.980345e+03,5.769351e-03
6.5013002601e-06,1.986114e+03,5.766218e-03
6.5213042609e-06,1.991880e+03,5.763077e-03
6.5413082617e-06,1.997643e+03,5.759926e-03
6.5613122625e-06,2.003402e+03,5.756767e-03
6.5813162633e-06,2.009159e+03,5.753598e-03
6.6013202641e-06,2.014912e+03,5.750420e-03
6.6213242649e-06,2.020662e+03,5.747233e-03
6.6413282657e-06,2.026409e+03,5.744037e-03
6.6613322665e-06,2.032152e+03,5.740832e-03
6.6813362673e-06,2.037893e+03,5.737617e-03
6.7013402681e-06,2.043630e+03,5.734394e-03
6.7213442689e-06,2.049364e+03,5.731162e-03
6.7413482697e-06,2.055094e+03,5.727920e-03
6.7613522705e-06,2.060822e+03,5.724670e-03
6.7813562713e-06,2.066546e+03,5.721410e-03
6.8013602721e-06,2.072267e+03,5.718142e-03
6.8213642729e-06,2.077984e+03,5.714864e-03
6.8413682737e-06,2.083699e+03,5.711578e-03
6.8613722745e-06,2.089410e+03,5.708282e-03
6.8813762753e-06,2.095118e+03,5.704978e-03
6.9013802761e-06,2.100822e+03,5.701664e-03
6.9213842769e-06,2.106523e+03,5.698341e-03
6.9413882777e-06,2.112221e+03,5.695010e-03
6.9613922785e-06,2.117916e+03,5.691669e-03
6.9813962793e-06,2.123607e+03,5.688319e-03
7.0014002801e-06,2.129294e+03,5.684961e-03
7.0214042809e-06,2.134979e+03,5.681593e-03
7.0414082817e-06,2.140660e+03,5.678216e-03
7.0614122825e-06,2.146338e+03,5.674831e-03
7.0814162833e-06,2.152012e+03,5.671436e-03
7.1014202841e-06,2.157683e+03,5.668033e-03
7.1214242849e-06,2.163350e+03,5.664620e-03
7.1414282857e-06,2.169014e+03,5.661199e-03
7.1614322865e-06,2.174675e+03,5.657769e-03
7.1814362873e-06,2.180332e+03,5.654329e-03
7.2014402881e-06,2.185986e+03,5.650881e-03
7.2214442889e-06,2.191636e+03,5.647424e-03
7.2414482897e-06,2.197283e+03,5.643958e-03
7.2614522905e-06,2.202926e+03,5.640483e-03
7.2814562913e-06,2.208566e+03,5.636999e-03
7.3014602921e-06,2.214202e+03,5.633507e-03
7.3214642929e-06,2.219835e+03,5.630005e-03
7.3414682937e-06,2.225465e+03,5.626494e-03
7.3614722945e-06,2.231091e+03,5.622975e-03
7.3814762953e-06,2.236713e+03,5.619446e-03
7.4014802961e-06,2.242332e+03,5.615909e-03
7.4214842969e-06,2.247947e+03,5.612363e-03
7.4414882977e-06,2.253559e+03,5.608808e-03
7.4614922985e-06,2.259167e+03,5.605244e-03
7.4814962993e-06,2.264771e+03,5.601672e-03
7.5015003001e-06,2.270372e+03,5.598090e-03
7.5215043009e-06,2.275970e+03,5.594500e-03
7.5415083017e-06,2.281564e+03,5.590901e-03
7.5615123025e-06,2.287154e+03,5.587293e-03
7.5815163033e-06,2.292741e+03,5.583676e-03
7.6015203041e-06,2.298323e+03,5.580050e-03
7.6215243049e-06,2.303903e+03,5.576416e-03
7.6415283057e-06,2.309479e+03,5.572772e-03
7.6615323065e-06,2.315051e+03,5.569120e-03
7.6815363073e-06,2.320619e+03,5.565459e-03
7.7015403081e-06,2.326184e+03,5.561789e-03
7.7215443089e-06,2.331745e+03,5.558111e-03
7.7415483097e-06,2.337302e+03,5.554424e-03
7.7615523105e-06,2.342856e+03,5.550728e-03
7.7815563113e-06,2.348406e+03,5.547023e-03
7.8015603121e-06,2.353952e+03,5.543309e-03
7.8215643129e-06,2.359495e+03,5.539587e-03
7.8415683137e-06,2.365034e+03,5.535856e-03
7.8615723145e-06,2.370569e+03,5.532116e-03
7.8815763153e-06,2.376100e+03,5.528367e-03
7.9015803161e-06,2.381628e+03,5.524610e-03
7.9215843169e-06,2.387151e+03,5.520844e-03
7.9415883177e-06,2.392671e+03,5.517069e-03
7.9615923185e-06,2.398188e+03,5.513286e-03
7.9815963193e-06,2.403700e+03,5.509494e-03
8.0016003201e-06,2.409209e+03,5.505693e-03
8.0216043209e-06,2.414714e+03,5.501883e-03
8.0416083217e-06,2.420215e+03,5.498065e-03
8.0616123225e-06,2.425712e+03,5.494238e-03
8.0816163233e-06,2.431206e+03,5.490402e-03
8.1016203241e-06,2.436695e+03,5.486558e-03
8.1216243249e-06,2.442181e+03,5.482705e-03
8.1416283257e-06,2.447663e+03,5.478843e-03
8.1616323265e-06,2.453141e+03,5.474973e-03
8.1816363273e-06,2.458615e+03,5.471094e-03
8.2016403281e-06,2.464085e+03,5.467207e-03
8.2216443289e-06,2.469551e+03,5.463310e-03
8.2416483297e-06,2.475014e+03,5.459406e-03
8.2616523305e-06,2.480472e+03,5.455492e-03
8.2816563313e-06,2.485927e+03,5.451570e-03
8.3016603321e-06,2.491378e+03,5.447639e-03
8.3216643329e-06,2.496825e+03,5.443700e-03
8.3416683337e-06,2.502267e+03,5.439752e-03
8.3616723345e-06,2.507706e+03,5.435796e-03
8.3816763353e-06,2.513141e+03,5.431830e-03
8.4016803361e-06,2.518572e+03,5.427857e-03
8.4216843369e-06,2.523999e+03,5.423875e-03
8.4416883377e-06,2.529422e+03,5.419884e-03
8.4616923385e-06,2.534841e+03,5.415884e-03
8.4816963393e-06,2.540256e+03,5.411876e-03
8.5017003401e-06,2.545667e+03,5.407860e-03
8.5217043409e-06,2.551074e+03,5.403835e-03
8.5417083417e-06,2.556477e+03,5.399801e-03
8.5617123425e-06,2.561876e+03,5.395759e-03
8.5817163433e-06,2.567270e+03,5.391709e-03
8.6017203441e-06,2.572661e+03,5.387649e-03
8.6217243449e-06,2.578048e+03,5.383582e-03
8.6417283457e-06,2.583430e+03,5.379506e-03
8.6617323465e-06,2.588809e+03,5.375421e-03
8.6817363473e-06,2.594183e+03,5.371328e-03
8.7017403481e-06,2.599554e+03,5.367226e-03
8.7217443489e-06,2.604920e+03,5.363116e-03
8.7417483497e-06,2.610282e+03,5.358998e-03
8.7617523505e-06,2.615640e+03,5.354870e-03
8.7817563513e-06,2.620994e+03,5.350735e-03
8.8017603521e-06,2.626344e+03,5.346591e-03
8.8217643529e-06,2.631689e+03,5.342439e-03
8.8417683537e-06,2.637031e+03,5.338278e-03
8.8617723545e-06,2.642368e+03,5.334108e-03
8.8817763553e-06,2.647701e+03,5.329931e-03
8.9017803561e-06,2.653030e+03,5.325745e-03
8.9217843569e-06,2.658355e+03,5.321550e-03
8.9417883577e-06,2.663675e+03,5.317347e-03
8.9617923585e-06,2.668992e+03,5.313136e-03
8.9817963593e-06,2.674304e+03,5.308916e-03
9.0018003601e-06,2.679612e+03,5.304688e-03
9.0218043609e-06,2.684915e+03,5.300451e-03
9.0418083617e-06,2.690215e+03,5.296207e-03
9.0618123625e-06,2.695510e+03,5.291953e-03
9.0818163633e-06,2.700801e+03,5.287692e-03
9.1018203641e-06,2.706087e+03,5.283422e-03
9.1218243649e-06,2.711370e+03,5.279143e-03
9.1418283657e-06,2.716648e+03,5.274857e-03
9.1618323665e-06,2.721921e+03,5.270562e-03
9.1818363673e-06,2.727191e+03,5.266258e-03
9.2018403681e-06,2.732456e+03,5.261947e-03
9.2218443689e-06,2.737717e+03,5.257627e-03
9.2418483697e-06,2.742973e+03,5.253299e-03
9.2618523705e-06,2.748225e+03,5.248962e-03
9.2818563713e-06,2.753473e+03,5.244617e-03
9.3018603721e-06,2.758717e+03,5.240264e-03
9.3218643729e-06,2.763956e+03,5.235903e-03
9.3418683737e-06,2.769191e+03,5.231533e-03
9.3618723745e-06,2.774421e+03,5.227155e-03
9.3818763753e-06,2.779647e+03,5.222769e-03
9.4018803761e-06,2.784869e+03,5.218375e-03
9.4218843769e-06,2.790086e+03,5.213972e-03
9.4418883777e-06,2.795299e+03,5.209561e-03
9.4618923785e-06,2.800507e+03,5.205142e-03
9.4818963793e-06,2.805711e+03,5.200714e-03
9.5019003801e-06,2.810911e+03,5.196279e-03
9.5219043809e-06,2.816106e+03,5.191835e-03
9.5419083817e-06,2.821296e+03,5.187383e-03
9.5619123825e-06,2.826483e+03,5.182923e-03
9.5819163833e-06,2.831664e+03,5.178454e-03
9.6019203841e-06,2.836842e+03,5.173978e-03
9.6219243849e-06,2.842014e+03,5.169493e-03
9.6419283857e-06,2.847183e+03,5.165000e-03
9.6619323865e-06,2.852346e+03,5.160499e-03
9.6819363873e-06,2.857506e+03,5.155990e-03
9.7019403881e-06,2.862660e+03,5.151473e-03
9.7219443889e-06,2.867811e+03,5.146947e-03
9.7419483897e-06,2.872956e+03,5.142413e-03
9.7619523905e-06,2.878098e+03,5.137872e-03
9.7819563913e-06,2.883234e+03,5.133322e-03
9.8019603921e-06,2.888366e+03,5.128764e-03
9.8219643929e-06,2.893494e+03,5.124198e-03
9.8419683937e-06,2.898617e+03,5.119623e-03
9.8619723945e-06,2.903735e+03,5.115041e-03
9.8819763953e-06,2.908849e+03,5.110451e-03
9.9019803961e-06,2.913958e+03,5.105852e-03
9.9219843969e-06,2.919063e+03,5.101246e-03
9.9419883977e-06,2.924163e+03,5.096631e-03
9.9619923985e-06,2.929258e+03,5.092009e-03
9.9819963993e-06,2.934349e+03,5.087378e-03
1.0002000400e-05,2.939435e+03,5.082739e-03
1.0022004401e-05,2.944516e+03,5.078093e-03
1.0042008402e-05,2.949593e+03,5.073438e-03
1.0062012402e-05,2.954665e+03,5.068775e-03
1.0082016403e-05,2.959732e+03,5.064105e-03
1.0102020404e-05,2.964795e+03,5.059426e-03
1.0122024405e-05,2.969853e+03,5.054739e-03
1.0142028406e-05,2.974907e+03,5.050044e-03
1.0162032406e-05,2.979955e+03,5.045342e-03
1.0182036407e-05,2.984999e+03,5.040631e-03
1.0202040408e-05,2.990039e+03,5.035912e-03
1.0222044409e-05,2.995073e+03,5.031186e-03
1.0242048410e-05,3.000103e+03,5.026451e-03
1.0262052410e-05,3.005128e+03,5.021709e-03
1.0282056411e-05,3.010149e+03,5.016958e-03
1.0302060412e-05,3.015164e+03,5.012200e-03
1.0322064413e-05,3.020175e+03,5.007434e-03
1.0342068414e-05,3.025181e+03,5.002659e-03
1.0362072414e-05,3.030182e+03,4.997877e-03
1.0382076415e-05,3.035179e+03,4.993087e-03
1.0402080416e-05,3.040170e+03,4.988289e-03
1.0422084417e-05,3.045157e+03,4.983484e-03
1.0442088418e-05,3.050139e+03,4.978670e-03
1.0462092418e-05,3.055117e+03,4.973849e-03
1.0482096419e-05,3.060089e+03,4.969019e-03
1.0502100420e-05,3.065057e+03,4.964182e-03
1.0522104421e-05,3.070019e+03,4.959337e-03
1.0542108422e-05,3.074977e+03,4.954484e-03
1.0562112422e-05,3.079930e+03,4.949623e-03
1.0582116423e-05,3.084879e+03,4.944755e-03
1.0602120424e-05,3.089822e+03,4.939879e-03
1.0622124425e-05,3.094760e+03,4.934995e-03
1.0642128426e-05,3.099694e+03,4.930103e-03
1.0662132426e-05,3.104622e+03,4.925203e-03
1.0682136427e-05,3.109546e+03,4.920295e-03
1.0702140428e-05,3.114465e+03,4.915380e-03
1.0722144429e-05,3.119379e+03,4.910457e-03
